46530,3,4,3,5,2,5,3,4,3,3,5,5,2,3,1,2,4,4,2,4,5,4,4,1,2,2,2,3,3,3,4,2,3,2,4,5,2,1,5,2,3,1,1,5,1,5,5,1,1,3,3,5,5,1,1,2,1,4,2,1,2,1,1,5,5,5,1,4,5,5,3,3,2,4,5,5,1,5,3,3,2,4,4,4,1,1,1,3,2,5,2,2,4,3,3,3,5,2,1,4,2,2,1,4,2,4,4,1,5,2,5,3,1,2,2,4,4,5,4,1,4,3,5,3,1,5,4,1,2,3,1,1,5,4,4,1,5,5,4,1,3,3,2,2,4,3,2,4,3,3
48312,4,5,2,2,1,1,3,4,4,2,1,5,1,2,4,1,3,3,2,2,1,3,3,4,5,3,4,2,5,3,2,3,2,5,2,3,5,2,1,5,4,5,5,4,3,4,4,1,3,1,1,1,3,2,1,4,1,3,1,1,2,5,3,1,2,3,4,1,3,5,4,3,4,4,2,2,5,3,1,5,1,5,2,3,1,4,1,1,2,5,2,5,2,5,5,4,4,5,5,4,4,3,4,1,5,2,2,2,2,5,1,3,4,2,4,1,3,5,4,3,1,3,4,5,2,2,5,5,4,4,3,1,4,5,1,5,2,3,3,3,1,5,2,2,1,4,3,3,4,5
47466,1,2,5,1,1,1,5,4,2,5,4,1,2,3,3,3,5,5,3,2,2,4,3,2,5,4,5,1,5,5,5,2,5,1,1,5,1,5,2,4,4,4,2,4,1,4,4,4,1,2,1,1,4,3,3,4,2,2,3,2,5,5,4,1,1,2,3,3,3,1,2,5,3,3,4,3,1,5,3,4,4,3,4,2,4,2,5,3,5,4,4,5,5,2,1,5,2,4,2,2,3,1,4,3,5,3,4,5,5,3,1,2,3,1,5,1,3,2,3,2,4,2,4,2,1,4,2,5,1,5,4,3,2,2,1,4,5,2,1,3,1,1,1,4,3,1,3,5,3,3
45324,5,3,4,4,4,4,2,4,3,1,5,4,4,3,2,5,1,3,3,5,1,5,5,2,3,5,1,2,3,5,2,3,4,3,4,2,5,1,2,1,3,1,2,3,2,4,1,1,3,4,4,4,3,5,2,1,4,5,2,4,3,5,4,3,3,1,5,4,1,1,1,2,2,1,4,1,4,3,1,1,2,5,4,1,3,3,2,1,4,4,2,2,2,5,1,4,2,3,2,5,1,2,2,5,3,3,3,1,1,5,5,3,5,1,5,2,5,4,4,5,2,4,2,5,2,1,4,4,5,3,5,3,3,5,1,1,3,3,1,3,5,2,2,2,4,2,5,5,1,4
49770,3,2,1,3,4,5,4,3,3,4,3,1,3,5,1,5,5,4,5,1,2,3,1,3,3,5,3,5,2,2,4,4,3,2,3,2,1,4,2,1,1,5,5,1,4,1,5,4,3,2,1,3,1,4,5,1,5,4,4,4,3,1,2,2,3,2,3,3,2,2,1,5,5,4,4,1,4,2,4,4,3,2,2,1,1,5,2,3,5,5,1,3,5,4,3,1,3,5,1,5,5,2,4,4,4,1,2,2,5,2,3,4,2,5,1,3,3,1,4,1,3,2,4,5,5,1,2,4,4,5,5,2,5,4,1,3,2,3,5,3,4,5,2,4,2,2,1,1,1,2
47304,3,4,5,5,4,2,1,1,1,2,1,1,1,1,4,1,5,4,4,1,4,1,5,3,5,3,3,3,5,2,1,5,4,5,5,4,2,2,2,3,1,3,1,4,3,3,1,4,1,4,1,1,5,2,3,3,1,2,4,4,5,4,5,5,4,5,2,5,1,5,1,4,2,2,3,3,2,3,2,3,1,3,5,5,5,1,2,3,2,5,3,3,2,4,1,1,3,3,4,3,4,5,2,2,4,4,5,5,2,4,3,3,3,1,4,5,2,2,1,5,5,4,2,2,4,3,2,2,3,5,2,4,2,2,3,1,4,4,4,1,3,1,3,5,2,4,5,5,2,1
46908,3,4,4,3,5,3,3,5,5,3,1,3,3,4,5,5,5,3,1,5,5,4,4,5,1,5,3,4,5,5,4,4,1,4,2,2,3,2,5,3,1,4,4,2,3,2,4,5,5,1,2,2,1,2,1,4,1,1,1,5,4,1,1,1,3,2,3,2,4,4,1,1,5,3,2,4,3,2,1,4,1,3,2,2,1,2,5,3,3,2,2,2,3,4,5,2,5,2,2,5,1,5,2,4,1,4,2,2,2,4,3,1,3,5,3,4,1,2,3,4,3,3,1,4,1,1,1,5,4,3,3,5,1,1,5,3,1,2,5,3,4,2,4,2,4,5,5,4,5,2
46782,4,4,2,5,1,3,2,1,4,4,5,5,1,1,5,1,5,1,2,4,3,3,1,3,5,2,2,2,4,5,1,2,5,3,2,4,3,3,5,1,1,1,1,4,3,5,5,5,2,5,4,2,4,4,2,3,4,4,2,1,1,1,3,4,1,5,3,4,2,3,2,3,3,4,4,3,5,2,1,2,4,3,1,3,5,1,5,2,2,2,2,1,5,5,1,4,4,3,3,4,2,2,1,3,5,3,2,4,5,3,1,3,1,1,4,2,1,5,4,3,4,4,3,1,1,3,5,5,4,5,5,3,2,3,2,1,4,4,5,2,5,3,1,3,2,2,5,4,2,5
45846,5,4,5,5,4,1,1,3,1,2,3,1,5,5,3,5,3,2,4,4,5,2,3,2,4,5,4,2,3,1,5,4,1,2,5,5,3,5,4,3,4,1,5,4,2,1,3,1,2,2,4,3,4,2,4,1,3,5,1,2,4,1,3,5,1,2,3,1,5,3,3,3,5,1,2,2,2,5,4,2,5,1,1,2,2,3,2,2,5,2,3,2,3,5,1,1,4,1,3,1,4,3,2,1,2,3,1,4,5,4,1,5,5,4,1,5,3,5,3,5,2,3,3,5,4,1,4,4,4,1,4,1,4,4,4,5,2,5,2,4,3,1,1,4,2,3,2,3,3,2
46548,1,5,4,3,4,1,2,2,2,2,5,5,5,5,2,2,2,5,1,3,1,1,4,3,5,3,1,3,4,4,1,3,3,2,5,5,4,5,4,5,5,4,3,2,4,2,3,5,2,5,4,3,3,2,5,1,2,1,2,3,2,2,5,4,1,1,5,5,4,3,1,4,5,1,1,4,2,2,3,4,3,3,3,2,3,3,4,3,1,5,4,1,4,5,4,1,3,1,2,2,2,1,3,4,1,3,4,4,2,1,3,4,5,1,4,2,4,4,2,4,5,4,2,5,5,5,3,3,1,5,1,3,2,5,3,4,1,5,3,1,1,1,4,2,5,1,1,2,3,2
48222,4,5,5,5,3,3,4,4,2,3,4,3,5,1,2,1,5,4,2,4,5,5,3,4,3,3,5,2,5,1,1,3,2,5,5,1,3,4,5,4,5,2,5,3,1,2,2,1,1,4,4,3,1,5,5,1,3,5,1,3,5,3,4,2,5,2,1,5,2,1,1,5,5,5,4,3,1,3,2,4,1,3,5,4,2,3,5,2,3,3,2,3,1,2,4,1,1,2,4,3,2,4,4,4,3,5,1,2,4,2,1,4,1,5,2,5,1,3,1,3,2,5,1,2,3,3,3,2,4,3,1,4,4,1,2,2,4,4,2,1,5,4,3,2,4,2,1,1,4,2
49464,2,2,2,1,4,3,1,4,1,2,1,4,5,1,3,2,1,1,3,5,4,5,4,3,2,3,5,1,3,3,2,5,2,1,5,5,3,2,4,3,2,3,1,2,2,4,2,5,3,1,3,3,3,3,3,5,1,4,2,4,5,4,3,1,2,5,1,2,1,4,2,1,1,5,5,2,4,4,5,2,4,5,5,1,1,2,5,1,3,4,5,3,4,4,4,3,3,3,5,1,5,4,5,3,4,2,5,3,3,4,1,3,1,2,2,3,5,1,3,2,1,4,4,4,5,4,5,3,4,2,2,5,1,4,2,4,5,5,5,1,2,4,4,2,3,1,2,5,1,1
46548,3,5,4,1,2,5,4,4,2,5,1,5,3,1,3,1,3,2,5,1,2,3,5,2,3,1,3,3,3,2,3,5,4,2,4,3,4,1,3,5,2,2,5,2,4,5,4,3,4,4,1,3,5,4,5,2,1,1,2,3,2,2,2,1,1,3,1,5,4,4,5,3,3,1,4,5,2,2,3,2,1,4,4,3,3,1,5,2,2,2,5,4,4,5,5,5,4,4,3,4,2,1,2,2,4,4,5,4,3,3,5,4,1,3,4,2,1,5,5,3,4,1,4,3,4,3,2,1,4,5,3,2,1,1,3,1,2,5,1,5,2,1,5,2,1,1,5,5,1,1
49014,1,5,2,3,3,4,5,5,2,5,3,2,2,2,4,2,1,4,4,5,3,4,3,1,4,1,4,4,3,4,1,1,2,2,3,1,1,5,2,5,5,4,5,5,3,3,4,1,3,1,2,5,1,1,2,4,2,3,1,2,2,4,5,1,5,3,1,5,3,5,1,5,2,5,4,1,3,5,5,3,5,4,3,3,4,4,2,4,3,3,3,2,1,2,5,5,1,3,5,2,1,1,2,2,4,5,3,1,4,4,3,3,2,2,1,3,2,3,4,2,3,4,4,1,2,2,2,4,4,3,4,1,1,5,1,4,5,1,1,5,3,5,2,2,4,3,5,4,5,1
45414,2,3,4,3,2,2,2,2,4,3,5,2,4,3,2,5,3,2,2,1,3,1,4,3,4,3,2,2,2,1,5,1,3,3,5,5,5,4,1,1,2,5,5,5,4,5,1,5,4,4,2,2,1,3,4,3,5,1,5,5,1,1,4,5,5,2,2,1,4,2,1,2,1,2,3,2,1,1,4,2,3,2,3,2,4,2,4,1,4,4,3,1,5,2,5,1,1,1,1,3,4,4,1,3,4,1,1,3,3,2,3,5,4,4,3,1,4,3,4,4,3,1,4,5,5,4,3,5,2,5,3,5,5,1,4,3,4,4,5,3,3,2,5,5,1,1,5,3,5,2
45288,4,4,5,1,5,2,3,5,2,3,1,5,2,4,3,4,5,4,5,5,1,3,4,2,2,1,2,3,2,4,4,2,2,4,3,1,2,1,5,5,3,3,4,1,3,1,1,4,4,3,4,3,3,3,5,4,2,4,4,2,3,2,3,5,5,5,1,2,3,2,1,1,3,5,5,4,2,2,4,3,2,1,2,3,2,5,5,4,1,1,5,1,4,5,4,3,3,1,1,3,1,3,3,4,3,5,2,1,4,4,1,3,5,1,1,1,2,4,2,2,1,1,2,2,5,5,2,5,5,5,4,3,1,5,5,4,2,1,2,5,3,2,1,1,4,3,3,4,5,4
44856,1,4,1,5,4,4,4,2,5,2,5,5,1,1,2,3,3,5,1,4,3,1,1,5,5,2,2,5,5,5,2,5,4,3,5,5,4,3,3,2,1,3,3,1,4,3,2,5,3,1,1,1,4,4,3,2,3,4,5,2,1,5,4,1,3,4,2,4,5,5,2,3,4,2,3,1,2,3,2,3,1,4,4,2,1,5,3,3,2,4,4,5,2,3,2,2,4,5,1,2,1,4,2,3,2,4,3,3,2,1,1,2,1,2,5,5,4,4,4,1,5,5,4,4,3,1,4,3,3,1,2,1,3,1,5,1,2,5,2,2,4,5,4,1,5,3,1,3,5,3
46170,5,5,2,4,1,5,4,2,5,2,2,2,1,1,1,1,3,3,1,4,4,3,3,4,1,5,3,4,4,1,4,3,3,2,2,5,4,1,2,4,2,2,1,1,4,5,5,3,5,4,3,3,1,3,1,2,3,2,1,5,1,5,4,4,1,2,2,1,4,2,4,5,1,4,3,2,1,2,5,3,2,3,4,2,5,4,1,5,3,4,5,3,5,2,2,2,5,2,4,5,1,1,3,4,5,4,3,4,4,3,3,5,5,2,3,5,5,3,1,3,4,1,1,2,3,2,4,3,1,5,2,2,4,5,3,2,1,4,3,4,5,1,1,5,3,5,2,1,5,3
44892,3,1,1,3,2,3,4,1,1,3,3,1,3,5,5,4,1,2,1,2,1,2,3,3,5,1,5,3,1,4,5,3,5,3,5,2,5,5,5,4,2,4,3,3,5,5,3,3,2,3,5,4,1,5,1,1,4,2,5,5,5,2,3,4,3,2,1,3,4,2,5,1,2,3,4,2,1,4,4,3,5,2,4,5,5,3,2,3,3,4,4,2,1,3,1,3,2,2,4,5,2,4,2,1,3,4,4,4,2,1,2,1,2,2,3,4,1,5,4,4,4,5,1,1,5,5,4,2,1,5,4,1,5,5,2,4,4,2,4,2,2,5,3,1,4,1,1,1,3,2
47358,5,5,3,1,3,4,5,3,4,4,3,3,4,1,1,2,2,5,3,4,3,4,2,2,3,5,5,2,4,3,3,5,1,3,5,5,1,4,3,5,2,4,3,4,3,5,5,1,1,5,4,3,1,2,2,2,3,2,4,2,2,2,2,1,5,5,4,5,3,3,2,2,1,1,3,4,1,1,4,3,1,4,4,4,3,5,4,2,5,4,2,4,4,4,4,1,4,2,1,2,5,5,1,2,3,2,1,5,1,1,1,4,5,2,5,1,3,3,2,2,2,5,2,2,5,3,5,4,5,2,4,3,3,4,1,1,3,1,1,5,3,3,4,5,1,1,1,2,1,5
47322,1,5,4,4,5,3,1,2,5,2,3,1,5,1,4,4,5,2,1,3,1,3,2,5,3,2,4,3,1,4,3,5,3,2,1,3,1,2,4,3,1,1,4,4,2,2,3,5,1,2,3,2,1,3,3,5,5,5,4,4,5,4,2,5,4,5,5,5,4,3,1,3,5,1,1,4,3,5,2,1,5,4,2,2,4,5,2,4,4,2,4,5,2,2,1,5,1,2,4,5,4,5,1,1,2,3,5,2,5,4,3,2,2,2,4,4,1,3,2,3,3,3,2,5,1,3,1,5,2,3,3,4,1,1,1,3,1,2,5,4,3,2,4,1,3,4,3,4,5,1
46782,4,4,5,1,2,4,1,3,4,4,5,1,5,3,5,3,2,1,1,5,2,3,3,2,5,1,1,2,1,3,2,3,4,1,1,1,1,5,4,5,4,5,5,2,5,5,3,3,5,2,2,1,1,3,3,4,1,4,1,1,1,4,3,5,3,4,3,2,4,3,4,2,5,2,3,4,3,4,1,3,1,1,4,2,5,2,5,2,4,1,4,1,2,4,5,5,4,2,2,5,1,5,3,5,1,4,4,3,1,3,3,3,3,5,2,4,3,3,5,3,2,1,4,3,5,2,3,5,1,2,1,2,5,2,2,2,2,5,4,5,2,2,5,4,4,1,3,2,4,4
47304,2,1,2,4,3,4,2,2,3,3,4,3,3,5,3,5,3,1,3,1,3,4,4,2,3,3,3,3,5,4,1,2,4,1,4,3,3,4,1,3,5,4,4,4,5,2,2,5,2,1,2,2,5,2,5,4,5,2,3,3,5,2,5,2,1,2,1,3,3,4,4,1,4,1,1,2,5,1,4,2,5,1,3,5,1,3,5,2,1,5,1,5,4,2,4,1,3,5,1,5,4,4,3,2,5,4,5,2,1,1,2,3,3,2,1,1,5,1,1,4,5,3,2,2,1,5,5,4,4,4,1,5,4,1,4,2,5,3,1,5,4,5,2,5,1,2,3,2,3,4
44586,1,4,4,4,5,3,5,3,4,5,2,5,2,2,1,4,3,1,2,1,5,5,2,4,5,5,3,3,4,5,1,2,2,5,3,2,4,4,3,4,1,5,1,3,2,4,4,4,1,5,4,5,3,4,4,1,5,1,3,4,4,4,4,4,3,5,5,1,2,4,5,2,3,3,5,5,2,2,2,5,4,2,2,1,1,2,3,1,2,3,2,5,3,3,3,5,3,3,1,3,1,3,3,3,3,2,5,4,4,5,4,1,1,5,4,1,1,4,1,3,3,3,1,2,1,1,5,1,4,2,2,2,1,1,5,2,2,5,1,5,1,3,2,2,2,3,2,4,1,5
48708,1,2,5,3,2,3,4,3,2,5,1,4,3,3,3,3,4,1,1,4,1,1,3,5,1,2,1,5,5,2,4,2,1,2,4,1,4,4,3,5,4,4,5,3,1,5,1,5,4,4,5,3,5,2,4,4,1,2,4,1,4,2,5,4,3,1,3,2,5,5,1,3,2,3,3,4,5,4,4,3,4,2,1,2,3,2,5,3,5,3,4,3,4,5,4,1,2,2,5,3,5,5,1,3,1,4,1,1,3,1,1,3,2,3,4,1,2,2,1,2,1,3,1,4,5,5,2,5,3,2,3,2,2,2,5,4,5,4,5,1,1,2,4,2,5,5,2,5,2,3
48168,1,2,2,2,5,1,5,5,3,2,3,5,5,3,5,5,5,3,3,3,3,3,2,3,1,4,1,4,3,1,2,4,4,4,1,4,2,3,5,1,3,3,1,2,3,4,5,2,1,1,2,4,3,1,4,5,1,2,1,4,3,2,4,1,2,4,3,4,3,3,5,1,2,4,1,1,2,1,5,1,2,2,1,3,4,2,4,4,5,4,4,4,2,5,2,5,1,2,3,1,5,5,5,5,2,1,1,4,5,1,2,3,4,2,2,3,1,3,1,5,4,1,4,1,4,4,5,4,5,3,5,5,5,2,3,5,1,4,2,5,2,3,5,2,3,3,3,4,4,2
45144,4,5,1,4,3,3,5,1,3,5,3,2,2,2,2,1,4,5,1,2,5,1,2,5,4,4,1,3,4,1,4,1,5,4,3,2,5,1,4,4,1,5,3,3,2,4,4,2,5,3,4,1,1,3,4,2,2,2,3,1,5,1,4,3,5,3,1,5,3,2,1,2,1,5,5,1,4,3,2,3,4,4,1,2,3,4,3,2,5,4,1,1,3,2,4,5,5,2,3,4,5,3,2,4,1,3,4,4,5,5,4,1,4,5,1,5,1,1,3,1,2,2,3,4,3,2,5,1,5,2,2,3,3,5,5,3,5,2,2,2,1,3,5,2,5,4,3,2,4,1
43110,3,4,2,2,2,5,1,3,3,5,2,2,1,4,2,3,5,3,3,1,4,2,4,1,4,1,3,4,2,3,3,1,5,5,5,5,1,5,2,5,5,1,1,1,4,3,2,5,3,5,4,3,1,3,4,3,4,4,5,4,4,5,4,4,1,1,2,3,2,5,1,1,4,4,3,4,2,2,3,2,1,2,5,4,2,2,3,1,2,3,2,2,1,5,2,5,4,3,1,3,5,4,1,5,2,3,5,2,5,4,2,3,5,4,1,1,4,1,5,4,2,4,3,2,5,3,5,1,5,3,4,1,4,3,5,3,5,4,1,1,1,3,4,5,2,2,1,3,1,2
45000,5,2,4,3,3,3,3,5,5,2,3,5,2,5,4,4,3,3,3,5,1,3,2,4,3,2,4,1,1,2,3,4,5,4,5,5,1,1,2,1,4,3,4,3,3,1,5,2,2,4,3,4,5,5,5,4,2,4,2,3,5,2,2,2,5,3,3,1,4,3,1,2,4,2,4,4,2,2,4,5,4,4,1,1,1,5,3,2,2,3,3,4,2,4,1,2,1,1,2,2,2,5,2,2,1,2,2,3,1,4,5,4,5,3,3,1,4,5,1,5,5,1,3,5,4,1,4,1,5,5,3,4,1,4,3,1,4,1,5,5,1,1,5,2,5,3,1,1,1,3
43290,5,1,5,2,2,5,2,3,1,5,5,4,4,4,1,1,2,2,5,3,4,3,5,1,3,2,4,3,2,3,2,4,4,4,1,5,3,2,1,4,2,2,1,2,2,4,2,1,4,3,5,3,1,5,2,1,2,2,3,4,5,2,5,3,3,4,5,3,1,4,5,5,3,1,1,4,1,5,4,2,5,3,1,5,4,1,3,4,2,3,3,1,1,2,1,3,3,3,2,5,1,2,5,3,3,2,4,5,4,4,5,1,1,3,3,1,5,2,3,1,5,5,2,4,3,1,1,4,4,1,4,4,5,4,4,2,2,2,5,5,3,5,5,1,3,4,3,2,1,1
48456,4,2,2,3,4,2,5,4,4,3,1,3,1,5,1,4,3,2,5,5,2,1,1,1,2,5,5,1,5,4,5,1,3,1,3,1,5,3,3,2,5,2,3,4,1,2,2,2,3,5,1,2,3,4,1,4,1,2,4,2,5,2,1,2,1,1,1,3,5,4,4,1,2,4,3,2,2,4,1,2,3,4,4,5,5,4,5,2,3,5,1,3,4,3,3,5,4,2,4,3,4,4,1,2,5,1,1,4,4,1,5,2,5,3,4,4,2,1,4,3,3,1,3,5,1,5,5,3,2,4,2,5,5,4,3,1,5,5,2,3,3,3,1,4,5,2,3,5,3,2
